source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	assay name	comment[fraction identifier]	comment[technical replicate]	comment[Instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[data file]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]
PXD003860_Repl1_file1	Mus musculus	Tissue whole hearts	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	Repl1_file1.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Dimethyl;AC=UNIMOD:36;CF=C(2)H(4);MT=Fixed;TA=K;MM=28.0313	NT=Dimethyl;AC=UNIMOD:36;CF=C(2)H(4);MT=Fixed;TA=N-term;MM=28.0313	NT=Dimethyl:2H(6);AC=UNIMOD:1291;CF=2H(6)C(2)H(-2);MT=Fixed;TA=K;MM=34.068961	NT=Dimethyl:2H(6);AC=UNIMOD:1291;CF=2H(6)C(2)H(-2);MT=Fixed;TA=N-term;MM=34.068961	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Dimethyl;AC=UNIMOD:36;CF=C(2)H(4);MT=Variable;TA=K;MM=28.0313	NT=Dimethyl;AC=UNIMOD:36;CF=C(2)H(4);MT=Variable;TA=N-term;MM=28.0313	NT=Dimethyl:2H(6);AC=UNIMOD:1291;CF=2H(6)C(2)H(-2);MT=Variable;TA=K;MM=34.068961	NT=Dimethyl:2H(6);AC=UNIMOD:1291;CF=2H(6)C(2)H(-2);MT=Variable;TA=N-term;MM=34.068961
PXD003860_Repl1_file10	Mus musculus	Tissue whole hearts	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	Repl1_file10.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Dimethyl;AC=UNIMOD:36;CF=C(2)H(4);MT=Fixed;TA=K;MM=28.0313	NT=Dimethyl;AC=UNIMOD:36;CF=C(2)H(4);MT=Fixed;TA=N-term;MM=28.0313	NT=Dimethyl:2H(6);AC=UNIMOD:1291;CF=2H(6)C(2)H(-2);MT=Fixed;TA=K;MM=34.068961	NT=Dimethyl:2H(6);AC=UNIMOD:1291;CF=2H(6)C(2)H(-2);MT=Fixed;TA=N-term;MM=34.068961	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Dimethyl;AC=UNIMOD:36;CF=C(2)H(4);MT=Variable;TA=K;MM=28.0313	NT=Dimethyl;AC=UNIMOD:36;CF=C(2)H(4);MT=Variable;TA=N-term;MM=28.0313	NT=Dimethyl:2H(6);AC=UNIMOD:1291;CF=2H(6)C(2)H(-2);MT=Variable;TA=K;MM=34.068961	NT=Dimethyl:2H(6);AC=UNIMOD:1291;CF=2H(6)C(2)H(-2);MT=Variable;TA=N-term;MM=34.068961
PXD003860_Repl1_file2	Mus musculus	Tissue whole hearts	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	Repl1_file2.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Dimethyl;AC=UNIMOD:36;CF=C(2)H(4);MT=Fixed;TA=K;MM=28.0313	NT=Dimethyl;AC=UNIMOD:36;CF=C(2)H(4);MT=Fixed;TA=N-term;MM=28.0313	NT=Dimethyl:2H(6);AC=UNIMOD:1291;CF=2H(6)C(2)H(-2);MT=Fixed;TA=K;MM=34.068961	NT=Dimethyl:2H(6);AC=UNIMOD:1291;CF=2H(6)C(2)H(-2);MT=Fixed;TA=N-term;MM=34.068961	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Dimethyl;AC=UNIMOD:36;CF=C(2)H(4);MT=Variable;TA=K;MM=28.0313	NT=Dimethyl;AC=UNIMOD:36;CF=C(2)H(4);MT=Variable;TA=N-term;MM=28.0313	NT=Dimethyl:2H(6);AC=UNIMOD:1291;CF=2H(6)C(2)H(-2);MT=Variable;TA=K;MM=34.068961	NT=Dimethyl:2H(6);AC=UNIMOD:1291;CF=2H(6)C(2)H(-2);MT=Variable;TA=N-term;MM=34.068961
PXD003860_Repl1_file3	Mus musculus	Tissue whole hearts	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	Repl1_file3.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Dimethyl;AC=UNIMOD:36;CF=C(2)H(4);MT=Fixed;TA=K;MM=28.0313	NT=Dimethyl;AC=UNIMOD:36;CF=C(2)H(4);MT=Fixed;TA=N-term;MM=28.0313	NT=Dimethyl:2H(6);AC=UNIMOD:1291;CF=2H(6)C(2)H(-2);MT=Fixed;TA=K;MM=34.068961	NT=Dimethyl:2H(6);AC=UNIMOD:1291;CF=2H(6)C(2)H(-2);MT=Fixed;TA=N-term;MM=34.068961	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Dimethyl;AC=UNIMOD:36;CF=C(2)H(4);MT=Variable;TA=K;MM=28.0313	NT=Dimethyl;AC=UNIMOD:36;CF=C(2)H(4);MT=Variable;TA=N-term;MM=28.0313	NT=Dimethyl:2H(6);AC=UNIMOD:1291;CF=2H(6)C(2)H(-2);MT=Variable;TA=K;MM=34.068961	NT=Dimethyl:2H(6);AC=UNIMOD:1291;CF=2H(6)C(2)H(-2);MT=Variable;TA=N-term;MM=34.068961
PXD003860_Repl1_file4	Mus musculus	Tissue whole hearts	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	Repl1_file4.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Dimethyl;AC=UNIMOD:36;CF=C(2)H(4);MT=Fixed;TA=K;MM=28.0313	NT=Dimethyl;AC=UNIMOD:36;CF=C(2)H(4);MT=Fixed;TA=N-term;MM=28.0313	NT=Dimethyl:2H(6);AC=UNIMOD:1291;CF=2H(6)C(2)H(-2);MT=Fixed;TA=K;MM=34.068961	NT=Dimethyl:2H(6);AC=UNIMOD:1291;CF=2H(6)C(2)H(-2);MT=Fixed;TA=N-term;MM=34.068961	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Dimethyl;AC=UNIMOD:36;CF=C(2)H(4);MT=Variable;TA=K;MM=28.0313	NT=Dimethyl;AC=UNIMOD:36;CF=C(2)H(4);MT=Variable;TA=N-term;MM=28.0313	NT=Dimethyl:2H(6);AC=UNIMOD:1291;CF=2H(6)C(2)H(-2);MT=Variable;TA=K;MM=34.068961	NT=Dimethyl:2H(6);AC=UNIMOD:1291;CF=2H(6)C(2)H(-2);MT=Variable;TA=N-term;MM=34.068961
PXD003860_Repl1_file5	Mus musculus	Tissue whole hearts	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	Repl1_file5.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Dimethyl;AC=UNIMOD:36;CF=C(2)H(4);MT=Fixed;TA=K;MM=28.0313	NT=Dimethyl;AC=UNIMOD:36;CF=C(2)H(4);MT=Fixed;TA=N-term;MM=28.0313	NT=Dimethyl:2H(6);AC=UNIMOD:1291;CF=2H(6)C(2)H(-2);MT=Fixed;TA=K;MM=34.068961	NT=Dimethyl:2H(6);AC=UNIMOD:1291;CF=2H(6)C(2)H(-2);MT=Fixed;TA=N-term;MM=34.068961	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Dimethyl;AC=UNIMOD:36;CF=C(2)H(4);MT=Variable;TA=K;MM=28.0313	NT=Dimethyl;AC=UNIMOD:36;CF=C(2)H(4);MT=Variable;TA=N-term;MM=28.0313	NT=Dimethyl:2H(6);AC=UNIMOD:1291;CF=2H(6)C(2)H(-2);MT=Variable;TA=K;MM=34.068961	NT=Dimethyl:2H(6);AC=UNIMOD:1291;CF=2H(6)C(2)H(-2);MT=Variable;TA=N-term;MM=34.068961
PXD003860_Repl1_file6	Mus musculus	Tissue whole hearts	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	Repl1_file6.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Dimethyl;AC=UNIMOD:36;CF=C(2)H(4);MT=Fixed;TA=K;MM=28.0313	NT=Dimethyl;AC=UNIMOD:36;CF=C(2)H(4);MT=Fixed;TA=N-term;MM=28.0313	NT=Dimethyl:2H(6);AC=UNIMOD:1291;CF=2H(6)C(2)H(-2);MT=Fixed;TA=K;MM=34.068961	NT=Dimethyl:2H(6);AC=UNIMOD:1291;CF=2H(6)C(2)H(-2);MT=Fixed;TA=N-term;MM=34.068961	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Dimethyl;AC=UNIMOD:36;CF=C(2)H(4);MT=Variable;TA=K;MM=28.0313	NT=Dimethyl;AC=UNIMOD:36;CF=C(2)H(4);MT=Variable;TA=N-term;MM=28.0313	NT=Dimethyl:2H(6);AC=UNIMOD:1291;CF=2H(6)C(2)H(-2);MT=Variable;TA=K;MM=34.068961	NT=Dimethyl:2H(6);AC=UNIMOD:1291;CF=2H(6)C(2)H(-2);MT=Variable;TA=N-term;MM=34.068961
PXD003860_Repl1_file7	Mus musculus	Tissue whole hearts	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	Repl1_file7.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Dimethyl;AC=UNIMOD:36;CF=C(2)H(4);MT=Fixed;TA=K;MM=28.0313	NT=Dimethyl;AC=UNIMOD:36;CF=C(2)H(4);MT=Fixed;TA=N-term;MM=28.0313	NT=Dimethyl:2H(6);AC=UNIMOD:1291;CF=2H(6)C(2)H(-2);MT=Fixed;TA=K;MM=34.068961	NT=Dimethyl:2H(6);AC=UNIMOD:1291;CF=2H(6)C(2)H(-2);MT=Fixed;TA=N-term;MM=34.068961	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Dimethyl;AC=UNIMOD:36;CF=C(2)H(4);MT=Variable;TA=K;MM=28.0313	NT=Dimethyl;AC=UNIMOD:36;CF=C(2)H(4);MT=Variable;TA=N-term;MM=28.0313	NT=Dimethyl:2H(6);AC=UNIMOD:1291;CF=2H(6)C(2)H(-2);MT=Variable;TA=K;MM=34.068961	NT=Dimethyl:2H(6);AC=UNIMOD:1291;CF=2H(6)C(2)H(-2);MT=Variable;TA=N-term;MM=34.068961
PXD003860_Repl1_file8	Mus musculus	Tissue whole hearts	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	Repl1_file8.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Dimethyl;AC=UNIMOD:36;CF=C(2)H(4);MT=Fixed;TA=K;MM=28.0313	NT=Dimethyl;AC=UNIMOD:36;CF=C(2)H(4);MT=Fixed;TA=N-term;MM=28.0313	NT=Dimethyl:2H(6);AC=UNIMOD:1291;CF=2H(6)C(2)H(-2);MT=Fixed;TA=K;MM=34.068961	NT=Dimethyl:2H(6);AC=UNIMOD:1291;CF=2H(6)C(2)H(-2);MT=Fixed;TA=N-term;MM=34.068961	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Dimethyl;AC=UNIMOD:36;CF=C(2)H(4);MT=Variable;TA=K;MM=28.0313	NT=Dimethyl;AC=UNIMOD:36;CF=C(2)H(4);MT=Variable;TA=N-term;MM=28.0313	NT=Dimethyl:2H(6);AC=UNIMOD:1291;CF=2H(6)C(2)H(-2);MT=Variable;TA=K;MM=34.068961	NT=Dimethyl:2H(6);AC=UNIMOD:1291;CF=2H(6)C(2)H(-2);MT=Variable;TA=N-term;MM=34.068961
PXD003860_Repl1_file9	Mus musculus	Tissue whole hearts	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	Repl1_file9.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Dimethyl;AC=UNIMOD:36;CF=C(2)H(4);MT=Fixed;TA=K;MM=28.0313	NT=Dimethyl;AC=UNIMOD:36;CF=C(2)H(4);MT=Fixed;TA=N-term;MM=28.0313	NT=Dimethyl:2H(6);AC=UNIMOD:1291;CF=2H(6)C(2)H(-2);MT=Fixed;TA=K;MM=34.068961	NT=Dimethyl:2H(6);AC=UNIMOD:1291;CF=2H(6)C(2)H(-2);MT=Fixed;TA=N-term;MM=34.068961	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Dimethyl;AC=UNIMOD:36;CF=C(2)H(4);MT=Variable;TA=K;MM=28.0313	NT=Dimethyl;AC=UNIMOD:36;CF=C(2)H(4);MT=Variable;TA=N-term;MM=28.0313	NT=Dimethyl:2H(6);AC=UNIMOD:1291;CF=2H(6)C(2)H(-2);MT=Variable;TA=K;MM=34.068961	NT=Dimethyl:2H(6);AC=UNIMOD:1291;CF=2H(6)C(2)H(-2);MT=Variable;TA=N-term;MM=34.068961
