source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	assay name	comment[fraction identifier]	comment[technical replicate]	comment[Instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[data file]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]
PXD003115_FN01_N179T180_180min_10ug_C1_032714	Homo sapiens	Tissue gastric cancer and adjacent normal	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN01_N179T180_180min_10ug_C1_032714.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	Not avalaible	Not avalaible	Not avalaible	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	Not avalaible	Not avalaible	Not avalaible
PXD003115_FN01_N181T182_180min_10ug_C2_033114	Homo sapiens	Tissue gastric cancer and adjacent normal	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN01_N181T182_180min_10ug_C2_033114.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	Not avalaible	Not avalaible	Not avalaible	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	Not avalaible	Not avalaible	Not avalaible
PXD003115_FN01_N189T190_180min_10ug_C1_041714	Homo sapiens	Tissue gastric cancer and adjacent normal	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN01_N189T190_180min_10ug_C1_041714.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	Not avalaible	Not avalaible	Not avalaible	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	Not avalaible	Not avalaible	Not avalaible
PXD003115_FN02_N179T180_180min_10ug_C2_032714	Homo sapiens	Tissue gastric cancer and adjacent normal	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN02_N179T180_180min_10ug_C2_032714.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	Not avalaible	Not avalaible	Not avalaible	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	Not avalaible	Not avalaible	Not avalaible
PXD003115_FN02_N181T182_180min_10ug_C1_033114	Homo sapiens	Tissue gastric cancer and adjacent normal	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN02_N181T182_180min_10ug_C1_033114.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	Not avalaible	Not avalaible	Not avalaible	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	Not avalaible	Not avalaible	Not avalaible
PXD003115_FN02_N189T190_180min_10ug_C2_041714	Homo sapiens	Tissue gastric cancer and adjacent normal	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN02_N189T190_180min_10ug_C2_041714.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	Not avalaible	Not avalaible	Not avalaible	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	Not avalaible	Not avalaible	Not avalaible
PXD003115_FN03_N179T180_180min_10ug_C1_032714	Homo sapiens	Tissue gastric cancer and adjacent normal	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN03_N179T180_180min_10ug_C1_032714.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	Not avalaible	Not avalaible	Not avalaible	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	Not avalaible	Not avalaible	Not avalaible
PXD003115_FN03_N181T182_180min_10ug_C2_033114	Homo sapiens	Tissue gastric cancer and adjacent normal	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN03_N181T182_180min_10ug_C2_033114.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	Not avalaible	Not avalaible	Not avalaible	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	Not avalaible	Not avalaible	Not avalaible
PXD003115_FN03_N189T190_180min_10ug_C1_041714	Homo sapiens	Tissue gastric cancer and adjacent normal	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN03_N189T190_180min_10ug_C1_041714.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	Not avalaible	Not avalaible	Not avalaible	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	Not avalaible	Not avalaible	Not avalaible
PXD003115_FN04_N179T180_180min_10ug_C2_032714	Homo sapiens	Tissue gastric cancer and adjacent normal	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN04_N179T180_180min_10ug_C2_032714.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	Not avalaible	Not avalaible	Not avalaible	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	Not avalaible	Not avalaible	Not avalaible
