source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	assay name	comment[fraction identifier]	comment[technical replicate]	comment[Instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[data file]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]
PXD005184_ID24457_01_E749_3876_070516.mgf	Mus musculus	Tissue Brain	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	ID24457_01_E749_3876_070516.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=iTRAQ8plex;AC=UNIMOD:730;CF=13C(7)15N(1)C(7)H(24)N(3)O(3);MT=Fixed;TA=K;MM=304.20536	NT=iTRAQ8plex;AC=UNIMOD:730;CF=13C(7)15N(1)C(7)H(24)N(3)O(3);MT=Fixed;TA=N-term;MM=304.20536	NT=Deamidated;AC=UNIMOD:7;CF=H(-1)N(-1)O(1);MT=Fixed;TA=N;MM=0.984016	NT=Deamidated;AC=UNIMOD:7;CF=H(-1)N(-1)O(1);MT=Fixed;TA=Q;MM=0.984016	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=iTRAQ8plex;AC=UNIMOD:730;CF=13C(7)15N(1)C(7)H(24)N(3)O(3);MT=Variable;TA=K;MM=304.20536	NT=iTRAQ8plex;AC=UNIMOD:730;CF=13C(7)15N(1)C(7)H(24)N(3)O(3);MT=Variable;TA=N-term;MM=304.20536	NT=Deamidated;AC=UNIMOD:7;CF=H(-1)N(-1)O(1);MT=Variable;TA=N;MM=0.984016	NT=Deamidated;AC=UNIMOD:7;CF=H(-1)N(-1)O(1);MT=Variable;TA=Q;MM=0.984016
PXD005184_ID24458_01_E749_3876_070516.mgf	Mus musculus	Tissue Brain	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	ID24458_01_E749_3876_070516.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=iTRAQ8plex;AC=UNIMOD:730;CF=13C(7)15N(1)C(7)H(24)N(3)O(3);MT=Fixed;TA=K;MM=304.20536	NT=iTRAQ8plex;AC=UNIMOD:730;CF=13C(7)15N(1)C(7)H(24)N(3)O(3);MT=Fixed;TA=N-term;MM=304.20536	NT=Deamidated;AC=UNIMOD:7;CF=H(-1)N(-1)O(1);MT=Fixed;TA=N;MM=0.984016	NT=Deamidated;AC=UNIMOD:7;CF=H(-1)N(-1)O(1);MT=Fixed;TA=Q;MM=0.984016	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=iTRAQ8plex;AC=UNIMOD:730;CF=13C(7)15N(1)C(7)H(24)N(3)O(3);MT=Variable;TA=K;MM=304.20536	NT=iTRAQ8plex;AC=UNIMOD:730;CF=13C(7)15N(1)C(7)H(24)N(3)O(3);MT=Variable;TA=N-term;MM=304.20536	NT=Deamidated;AC=UNIMOD:7;CF=H(-1)N(-1)O(1);MT=Variable;TA=N;MM=0.984016	NT=Deamidated;AC=UNIMOD:7;CF=H(-1)N(-1)O(1);MT=Variable;TA=Q;MM=0.984016
PXD005184_ID24459_01_E749_3876_070516.mgf	Mus musculus	Tissue Brain	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	ID24459_01_E749_3876_070516.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=iTRAQ8plex;AC=UNIMOD:730;CF=13C(7)15N(1)C(7)H(24)N(3)O(3);MT=Fixed;TA=K;MM=304.20536	NT=iTRAQ8plex;AC=UNIMOD:730;CF=13C(7)15N(1)C(7)H(24)N(3)O(3);MT=Fixed;TA=N-term;MM=304.20536	NT=Deamidated;AC=UNIMOD:7;CF=H(-1)N(-1)O(1);MT=Fixed;TA=N;MM=0.984016	NT=Deamidated;AC=UNIMOD:7;CF=H(-1)N(-1)O(1);MT=Fixed;TA=Q;MM=0.984016	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=iTRAQ8plex;AC=UNIMOD:730;CF=13C(7)15N(1)C(7)H(24)N(3)O(3);MT=Variable;TA=K;MM=304.20536	NT=iTRAQ8plex;AC=UNIMOD:730;CF=13C(7)15N(1)C(7)H(24)N(3)O(3);MT=Variable;TA=N-term;MM=304.20536	NT=Deamidated;AC=UNIMOD:7;CF=H(-1)N(-1)O(1);MT=Variable;TA=N;MM=0.984016	NT=Deamidated;AC=UNIMOD:7;CF=H(-1)N(-1)O(1);MT=Variable;TA=Q;MM=0.984016
PXD005184_ID24460_01_E749_3876_070516.mgf	Mus musculus	Tissue Brain	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	ID24460_01_E749_3876_070516.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=iTRAQ8plex;AC=UNIMOD:730;CF=13C(7)15N(1)C(7)H(24)N(3)O(3);MT=Fixed;TA=K;MM=304.20536	NT=iTRAQ8plex;AC=UNIMOD:730;CF=13C(7)15N(1)C(7)H(24)N(3)O(3);MT=Fixed;TA=N-term;MM=304.20536	NT=Deamidated;AC=UNIMOD:7;CF=H(-1)N(-1)O(1);MT=Fixed;TA=N;MM=0.984016	NT=Deamidated;AC=UNIMOD:7;CF=H(-1)N(-1)O(1);MT=Fixed;TA=Q;MM=0.984016	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=iTRAQ8plex;AC=UNIMOD:730;CF=13C(7)15N(1)C(7)H(24)N(3)O(3);MT=Variable;TA=K;MM=304.20536	NT=iTRAQ8plex;AC=UNIMOD:730;CF=13C(7)15N(1)C(7)H(24)N(3)O(3);MT=Variable;TA=N-term;MM=304.20536	NT=Deamidated;AC=UNIMOD:7;CF=H(-1)N(-1)O(1);MT=Variable;TA=N;MM=0.984016	NT=Deamidated;AC=UNIMOD:7;CF=H(-1)N(-1)O(1);MT=Variable;TA=Q;MM=0.984016
PXD005184_ID24461_01_E749_3876_070516.mgf	Mus musculus	Tissue Brain	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	ID24461_01_E749_3876_070516.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=iTRAQ8plex;AC=UNIMOD:730;CF=13C(7)15N(1)C(7)H(24)N(3)O(3);MT=Fixed;TA=K;MM=304.20536	NT=iTRAQ8plex;AC=UNIMOD:730;CF=13C(7)15N(1)C(7)H(24)N(3)O(3);MT=Fixed;TA=N-term;MM=304.20536	NT=Deamidated;AC=UNIMOD:7;CF=H(-1)N(-1)O(1);MT=Fixed;TA=N;MM=0.984016	NT=Deamidated;AC=UNIMOD:7;CF=H(-1)N(-1)O(1);MT=Fixed;TA=Q;MM=0.984016	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=iTRAQ8plex;AC=UNIMOD:730;CF=13C(7)15N(1)C(7)H(24)N(3)O(3);MT=Variable;TA=K;MM=304.20536	NT=iTRAQ8plex;AC=UNIMOD:730;CF=13C(7)15N(1)C(7)H(24)N(3)O(3);MT=Variable;TA=N-term;MM=304.20536	NT=Deamidated;AC=UNIMOD:7;CF=H(-1)N(-1)O(1);MT=Variable;TA=N;MM=0.984016	NT=Deamidated;AC=UNIMOD:7;CF=H(-1)N(-1)O(1);MT=Variable;TA=Q;MM=0.984016
PXD005184_ID24462_01_E749_3876_070516.mgf	Mus musculus	Tissue Brain	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	ID24462_01_E749_3876_070516.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=iTRAQ8plex;AC=UNIMOD:730;CF=13C(7)15N(1)C(7)H(24)N(3)O(3);MT=Fixed;TA=K;MM=304.20536	NT=iTRAQ8plex;AC=UNIMOD:730;CF=13C(7)15N(1)C(7)H(24)N(3)O(3);MT=Fixed;TA=N-term;MM=304.20536	NT=Deamidated;AC=UNIMOD:7;CF=H(-1)N(-1)O(1);MT=Fixed;TA=N;MM=0.984016	NT=Deamidated;AC=UNIMOD:7;CF=H(-1)N(-1)O(1);MT=Fixed;TA=Q;MM=0.984016	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=iTRAQ8plex;AC=UNIMOD:730;CF=13C(7)15N(1)C(7)H(24)N(3)O(3);MT=Variable;TA=K;MM=304.20536	NT=iTRAQ8plex;AC=UNIMOD:730;CF=13C(7)15N(1)C(7)H(24)N(3)O(3);MT=Variable;TA=N-term;MM=304.20536	NT=Deamidated;AC=UNIMOD:7;CF=H(-1)N(-1)O(1);MT=Variable;TA=N;MM=0.984016	NT=Deamidated;AC=UNIMOD:7;CF=H(-1)N(-1)O(1);MT=Variable;TA=Q;MM=0.984016
PXD005184_ID24463_01_E749_3876_070516.mgf	Mus musculus	Tissue Brain	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	ID24463_01_E749_3876_070516.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=iTRAQ8plex;AC=UNIMOD:730;CF=13C(7)15N(1)C(7)H(24)N(3)O(3);MT=Fixed;TA=K;MM=304.20536	NT=iTRAQ8plex;AC=UNIMOD:730;CF=13C(7)15N(1)C(7)H(24)N(3)O(3);MT=Fixed;TA=N-term;MM=304.20536	NT=Deamidated;AC=UNIMOD:7;CF=H(-1)N(-1)O(1);MT=Fixed;TA=N;MM=0.984016	NT=Deamidated;AC=UNIMOD:7;CF=H(-1)N(-1)O(1);MT=Fixed;TA=Q;MM=0.984016	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=iTRAQ8plex;AC=UNIMOD:730;CF=13C(7)15N(1)C(7)H(24)N(3)O(3);MT=Variable;TA=K;MM=304.20536	NT=iTRAQ8plex;AC=UNIMOD:730;CF=13C(7)15N(1)C(7)H(24)N(3)O(3);MT=Variable;TA=N-term;MM=304.20536	NT=Deamidated;AC=UNIMOD:7;CF=H(-1)N(-1)O(1);MT=Variable;TA=N;MM=0.984016	NT=Deamidated;AC=UNIMOD:7;CF=H(-1)N(-1)O(1);MT=Variable;TA=Q;MM=0.984016
PXD005184_ID24464_01_E749_3876_070516.mgf	Mus musculus	Tissue Brain	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	ID24464_01_E749_3876_070516.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=iTRAQ8plex;AC=UNIMOD:730;CF=13C(7)15N(1)C(7)H(24)N(3)O(3);MT=Fixed;TA=K;MM=304.20536	NT=iTRAQ8plex;AC=UNIMOD:730;CF=13C(7)15N(1)C(7)H(24)N(3)O(3);MT=Fixed;TA=N-term;MM=304.20536	NT=Deamidated;AC=UNIMOD:7;CF=H(-1)N(-1)O(1);MT=Fixed;TA=N;MM=0.984016	NT=Deamidated;AC=UNIMOD:7;CF=H(-1)N(-1)O(1);MT=Fixed;TA=Q;MM=0.984016	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=iTRAQ8plex;AC=UNIMOD:730;CF=13C(7)15N(1)C(7)H(24)N(3)O(3);MT=Variable;TA=K;MM=304.20536	NT=iTRAQ8plex;AC=UNIMOD:730;CF=13C(7)15N(1)C(7)H(24)N(3)O(3);MT=Variable;TA=N-term;MM=304.20536	NT=Deamidated;AC=UNIMOD:7;CF=H(-1)N(-1)O(1);MT=Variable;TA=N;MM=0.984016	NT=Deamidated;AC=UNIMOD:7;CF=H(-1)N(-1)O(1);MT=Variable;TA=Q;MM=0.984016
PXD005184_ID24465_01_E749_3876_070516.mgf	Mus musculus	Tissue Brain	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	ID24465_01_E749_3876_070516.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=iTRAQ8plex;AC=UNIMOD:730;CF=13C(7)15N(1)C(7)H(24)N(3)O(3);MT=Fixed;TA=K;MM=304.20536	NT=iTRAQ8plex;AC=UNIMOD:730;CF=13C(7)15N(1)C(7)H(24)N(3)O(3);MT=Fixed;TA=N-term;MM=304.20536	NT=Deamidated;AC=UNIMOD:7;CF=H(-1)N(-1)O(1);MT=Fixed;TA=N;MM=0.984016	NT=Deamidated;AC=UNIMOD:7;CF=H(-1)N(-1)O(1);MT=Fixed;TA=Q;MM=0.984016	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=iTRAQ8plex;AC=UNIMOD:730;CF=13C(7)15N(1)C(7)H(24)N(3)O(3);MT=Variable;TA=K;MM=304.20536	NT=iTRAQ8plex;AC=UNIMOD:730;CF=13C(7)15N(1)C(7)H(24)N(3)O(3);MT=Variable;TA=N-term;MM=304.20536	NT=Deamidated;AC=UNIMOD:7;CF=H(-1)N(-1)O(1);MT=Variable;TA=N;MM=0.984016	NT=Deamidated;AC=UNIMOD:7;CF=H(-1)N(-1)O(1);MT=Variable;TA=Q;MM=0.984016
PXD005184_ID24466_01_E749_3876_070516.mgf	Mus musculus	Tissue Brain	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	ID24466_01_E749_3876_070516.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=iTRAQ8plex;AC=UNIMOD:730;CF=13C(7)15N(1)C(7)H(24)N(3)O(3);MT=Fixed;TA=K;MM=304.20536	NT=iTRAQ8plex;AC=UNIMOD:730;CF=13C(7)15N(1)C(7)H(24)N(3)O(3);MT=Fixed;TA=N-term;MM=304.20536	NT=Deamidated;AC=UNIMOD:7;CF=H(-1)N(-1)O(1);MT=Fixed;TA=N;MM=0.984016	NT=Deamidated;AC=UNIMOD:7;CF=H(-1)N(-1)O(1);MT=Fixed;TA=Q;MM=0.984016	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=iTRAQ8plex;AC=UNIMOD:730;CF=13C(7)15N(1)C(7)H(24)N(3)O(3);MT=Variable;TA=K;MM=304.20536	NT=iTRAQ8plex;AC=UNIMOD:730;CF=13C(7)15N(1)C(7)H(24)N(3)O(3);MT=Variable;TA=N-term;MM=304.20536	NT=Deamidated;AC=UNIMOD:7;CF=H(-1)N(-1)O(1);MT=Variable;TA=N;MM=0.984016	NT=Deamidated;AC=UNIMOD:7;CF=H(-1)N(-1)O(1);MT=Variable;TA=Q;MM=0.984016
