source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[biological replicate]	characteristics[individual]	assay name	technology type	comment[data file]	comment[fraction identifier]	comment[label]	comment[technical replicate]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fractionation method]	comment[fractionation method]	comment[file uri]	factor value[disease]
CRC_N	Homo sapiens	Colorectum	not available	not available	not available	not available	Normal Colorectum	1	not available	run 1	proteomic profiling by mass spectrometry	121026_CRC_N_Fr01.raw	1	AC=MS:1002038;NT=label free sample	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000210.0/121026_CRC_N_Fr01.raw	Normal Colorectum
CRC_N	Homo sapiens	Colorectum	not available	not available	not available	not available	Normal Colorectum	1	not available	run 2	proteomic profiling by mass spectrometry	121026_CRC_N_Fr02.raw	2	AC=MS:1002038;NT=label free sample	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000210.0/121026_CRC_N_Fr02.raw	Normal Colorectum
CRC_N	Homo sapiens	Colorectum	not available	not available	not available	not available	Normal Colorectum	1	not available	run 3	proteomic profiling by mass spectrometry	121026_CRC_N_Fr03.raw	3	AC=MS:1002038;NT=label free sample	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000210.0/121026_CRC_N_Fr03.raw	Normal Colorectum
CRC_N	Homo sapiens	Colorectum	not available	not available	not available	not available	Normal Colorectum	1	not available	run 4	proteomic profiling by mass spectrometry	121026_CRC_N_Fr04.raw	4	AC=MS:1002038;NT=label free sample	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000210.0/121026_CRC_N_Fr04.raw	Normal Colorectum
CRC_N	Homo sapiens	Colorectum	not available	not available	not available	not available	Normal Colorectum	1	not available	run 5	proteomic profiling by mass spectrometry	121026_CRC_N_Fr06.raw	6	AC=MS:1002038;NT=label free sample	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000210.0/121026_CRC_N_Fr06.raw	Normal Colorectum
CRC_N	Homo sapiens	Colorectum	not available	not available	not available	not available	Normal Colorectum	1	not available	run 6	proteomic profiling by mass spectrometry	121026_CRC_N_Fr07.raw	7	AC=MS:1002038;NT=label free sample	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000210.0/121026_CRC_N_Fr07.raw	Normal Colorectum
CRC_N	Homo sapiens	Colorectum	not available	not available	not available	not available	Normal Colorectum	1	not available	run 7	proteomic profiling by mass spectrometry	121026_CRC_N_Fr08.raw	8	AC=MS:1002038;NT=label free sample	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000210.0/121026_CRC_N_Fr08.raw	Normal Colorectum
CRC_N	Homo sapiens	Colorectum	not available	not available	not available	not available	Normal Colorectum	1	not available	run 8	proteomic profiling by mass spectrometry	121026_CRC_N_Fr09.raw	9	AC=MS:1002038;NT=label free sample	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000210.0/121026_CRC_N_Fr09.raw	Normal Colorectum
CRC_N	Homo sapiens	Colorectum	not available	not available	not available	not available	Normal Colorectum	1	not available	run 9	proteomic profiling by mass spectrometry	121026_CRC_N_Fr10.raw	10	AC=MS:1002038;NT=label free sample	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000210.0/121026_CRC_N_Fr10.raw	Normal Colorectum
CRC_N	Homo sapiens	Colorectum	not available	not available	not available	not available	Normal Colorectum	1	not available	run 10	proteomic profiling by mass spectrometry	121026_CRC_N_Fr11.raw	11	AC=MS:1002038;NT=label free sample	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000210.0/121026_CRC_N_Fr11.raw	Normal Colorectum
CRC_N	Homo sapiens	Colorectum	not available	not available	not available	not available	Normal Colorectum	1	not available	run 11	proteomic profiling by mass spectrometry	121026_CRC_N_Fr12.raw	12	AC=MS:1002038;NT=label free sample	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000210.0/121026_CRC_N_Fr12.raw	Normal Colorectum
