source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	assay name	comment[fraction identifier]	comment[technical replicate]	comment[Instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[data file]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]
PXD001225_E01409_Arun_Gel_EXP1_PM_1_REP1_FRAC1	Homo sapiens	Continuous cell line HeLa	not avalaible	not avalaible	REP1_FRAC1	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	E01409_Arun_Gel_EXP1_PM_1.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Gln->pyro-Glu;AC=UNIMOD:28;CF=H(-3)N(-1);MT=Fixed;TA=Q;MM=-17.026549	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Gln->pyro-Glu;AC=UNIMOD:28;CF=H(-3)N(-1);MT=Variable;TA=Q;MM=-17.026549
PXD001225_E01410_Arun_Gel_EXP1_PM_2_REP1_FRAC2	Homo sapiens	Continuous cell line HeLa	not avalaible	not avalaible	REP1_FRAC2	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	E01410_Arun_Gel_EXP1_PM_2.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Gln->pyro-Glu;AC=UNIMOD:28;CF=H(-3)N(-1);MT=Fixed;TA=Q;MM=-17.026549	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Gln->pyro-Glu;AC=UNIMOD:28;CF=H(-3)N(-1);MT=Variable;TA=Q;MM=-17.026549
PXD001225_E01411_Arun_Gel_EXP1_PM_3_REP1_FRAC3	Homo sapiens	Continuous cell line HeLa	not avalaible	not avalaible	REP1_FRAC3	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	E01411_Arun_Gel_EXP1_PM_3.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Gln->pyro-Glu;AC=UNIMOD:28;CF=H(-3)N(-1);MT=Fixed;TA=Q;MM=-17.026549	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Gln->pyro-Glu;AC=UNIMOD:28;CF=H(-3)N(-1);MT=Variable;TA=Q;MM=-17.026549
PXD001225_E01412_Arun_Gel_EXP1_PM_4_REP1_FRAC4	Homo sapiens	Continuous cell line HeLa	not avalaible	not avalaible	REP1_FRAC4	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	E01412_Arun_Gel_EXP1_PM_4.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Gln->pyro-Glu;AC=UNIMOD:28;CF=H(-3)N(-1);MT=Fixed;TA=Q;MM=-17.026549	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Gln->pyro-Glu;AC=UNIMOD:28;CF=H(-3)N(-1);MT=Variable;TA=Q;MM=-17.026549
PXD001225_E01426_Arun_Gel_EXP2_PM_1_REP2_FRAC1	Homo sapiens	Continuous cell line HeLa	not avalaible	not avalaible	REP2_FRAC1	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	E01426_Arun_Gel_EXP2_PM_1.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Gln->pyro-Glu;AC=UNIMOD:28;CF=H(-3)N(-1);MT=Fixed;TA=Q;MM=-17.026549	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Gln->pyro-Glu;AC=UNIMOD:28;CF=H(-3)N(-1);MT=Variable;TA=Q;MM=-17.026549
PXD001225_E01427_Arun_Gel_EXP2_PM_2_REP2_FRAC2	Homo sapiens	Continuous cell line HeLa	not avalaible	not avalaible	REP2_FRAC2	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	E01427_Arun_Gel_EXP2_PM_2.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Gln->pyro-Glu;AC=UNIMOD:28;CF=H(-3)N(-1);MT=Fixed;TA=Q;MM=-17.026549	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Gln->pyro-Glu;AC=UNIMOD:28;CF=H(-3)N(-1);MT=Variable;TA=Q;MM=-17.026549
PXD001225_E01428_Arun_Gel_EXP2_PM_3_REP2_FRAC3	Homo sapiens	Continuous cell line HeLa	not avalaible	not avalaible	REP2_FRAC3	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	E01428_Arun_Gel_EXP2_PM_3.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Gln->pyro-Glu;AC=UNIMOD:28;CF=H(-3)N(-1);MT=Fixed;TA=Q;MM=-17.026549	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Gln->pyro-Glu;AC=UNIMOD:28;CF=H(-3)N(-1);MT=Variable;TA=Q;MM=-17.026549
PXD001225_E01429_Arun_Gel_EXP2_PM_4_REP2_FRAC4	Homo sapiens	Continuous cell line HeLa	not avalaible	not avalaible	REP2_FRAC4	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	E01429_Arun_Gel_EXP2_PM_4.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Gln->pyro-Glu;AC=UNIMOD:28;CF=H(-3)N(-1);MT=Fixed;TA=Q;MM=-17.026549	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Gln->pyro-Glu;AC=UNIMOD:28;CF=H(-3)N(-1);MT=Variable;TA=Q;MM=-17.026549
PXD001225_E01480_2980_Arun_LYS_exp3_1_REP1_FRAC1	Homo sapiens	Continuous cell line HeLa	not avalaible	not avalaible	REP1_FRAC1	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	E01480_2980_Arun_LYS_exp3_1.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Gln->pyro-Glu;AC=UNIMOD:28;CF=H(-3)N(-1);MT=Fixed;TA=Q;MM=-17.026549	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Gln->pyro-Glu;AC=UNIMOD:28;CF=H(-3)N(-1);MT=Variable;TA=Q;MM=-17.026549
PXD001225_E01481_2980_Arun_LYS_exp3_2_REP1_FRAC2	Homo sapiens	Continuous cell line HeLa	not avalaible	not avalaible	REP1_FRAC2	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	E01481_2980_Arun_LYS_exp3_2.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Gln->pyro-Glu;AC=UNIMOD:28;CF=H(-3)N(-1);MT=Fixed;TA=Q;MM=-17.026549	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Gln->pyro-Glu;AC=UNIMOD:28;CF=H(-3)N(-1);MT=Variable;TA=Q;MM=-17.026549
