source name	characteristics[organism]	characteristics[organism part]	characteristics[individual]	characteristics[cell type]	characteristics[developmental stage]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[fractionation method]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[ms2 mass analyzer]	comment[instrument]	comment[separation]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1	uninfected	hv_map_a2	proteomic profiling by mass spectrometry	HV_map_A2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000651/HV_map_A2.raw	2	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1	uninfected	hv_map_a31	proteomic profiling by mass spectrometry	HV_map_A31.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000651/HV_map_A31.raw	31	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1	uninfected	hv_map_a9	proteomic profiling by mass spectrometry	HV_map_A9.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000651/HV_map_A9.raw	9	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1	uninfected	hv_map_a6	proteomic profiling by mass spectrometry	HV_map_A6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000651/HV_map_A6.raw	6	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1	uninfected	hv_map_a27	proteomic profiling by mass spectrometry	HV_map_A27.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000651/HV_map_A27.raw	27	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1	uninfected	hv_map_a20	proteomic profiling by mass spectrometry	HV_map_A20.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000651/HV_map_A20.raw	20	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1	uninfected	hv_map_a14	proteomic profiling by mass spectrometry	HV_map_A14.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000651/HV_map_A14.raw	14	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1	uninfected	hv_map_a35	proteomic profiling by mass spectrometry	HV_map_A35.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000651/HV_map_A35.raw	35	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1	uninfected	hv_map_a24	proteomic profiling by mass spectrometry	HV_map_A24.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000651/HV_map_A24.raw	24	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1	uninfected	hv_map_a8	proteomic profiling by mass spectrometry	HV_map_A8.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000651/HV_map_A8.raw	8	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1	uninfected	hv_map_a3	proteomic profiling by mass spectrometry	HV_map_A3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000651/HV_map_A3.raw	3	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1	uninfected	hv_map_a29	proteomic profiling by mass spectrometry	HV_map_A29.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000651/HV_map_A29.raw	29	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1	uninfected	hv_map_a22	proteomic profiling by mass spectrometry	HV_map_A22.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000651/HV_map_A22.raw	22	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1	uninfected	hv_map_a15ny	proteomic profiling by mass spectrometry	HV_map_A15ny.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000651/HV_map_A15ny.raw	15	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
