source name	characteristics[organism]	characteristics[organism part]	material type	characteristics[disease]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	characteristics[synthetic peptide]	assay name	technology type	comment[label]	comment[fractionation method]	comment[fraction identifier]	comment[ms2 mass analyzer]	comment[ms2 mass analyzer]	comment[instrument]	comment[separation]	comment[file uri]	comment[dissociation method]	comment[dissociation method]	comment[dissociation method]	comment[HCD collision energy]	comment[HCD collision energy]	comment[HCD collision energy]	comment[CID collision energy]	comment[EThcD collision energy]	comment[ETciD collision energy]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[data file]	comment[technical replicate]
Proteometools	Homo sapiens	not applicable	synthetic	not applicable	not applicable	not applicable	not applicable	not applicable	1	synthetic	second_addon_55	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010595/02208a_GE7-TUM_second_addon_55_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	02208a_GE7-TUM_second_addon_55_01_01-2xIT_2xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	synthetic	not applicable	not applicable	not applicable	not applicable	not applicable	1	synthetic	second_addon_54	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010595/02208a_GE6-TUM_second_addon_54_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	02208a_GE6-TUM_second_addon_54_01_01-2xIT_2xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	synthetic	not applicable	not applicable	not applicable	not applicable	not applicable	1	synthetic	second_addon_53	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010595/02208a_GE5-TUM_second_addon_53_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	02208a_GE5-TUM_second_addon_53_01_01-2xIT_2xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	synthetic	not applicable	not applicable	not applicable	not applicable	not applicable	1	synthetic	second_addon_52	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010595/02208a_GE4-TUM_second_addon_52_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	02208a_GE4-TUM_second_addon_52_01_01-2xIT_2xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	synthetic	not applicable	not applicable	not applicable	not applicable	not applicable	1	synthetic	second_addon_51	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010595/02208a_GE3-TUM_second_addon_51_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	02208a_GE3-TUM_second_addon_51_01_01-2xIT_2xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	synthetic	not applicable	not applicable	not applicable	not applicable	not applicable	1	synthetic	second_addon_50	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010595/02208a_GE2-TUM_second_addon_50_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	02208a_GE2-TUM_second_addon_50_01_01-2xIT_2xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	synthetic	not applicable	not applicable	not applicable	not applicable	not applicable	1	synthetic	second_addon_49	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010595/02208a_GE1-TUM_second_addon_49_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	02208a_GE1-TUM_second_addon_49_01_01-2xIT_2xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	synthetic	not applicable	not applicable	not applicable	not applicable	not applicable	1	synthetic	second_addon_45	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010595/02208a_GD9-TUM_second_addon_45_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	02208a_GD9-TUM_second_addon_45_01_01-2xIT_2xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	synthetic	not applicable	not applicable	not applicable	not applicable	not applicable	1	synthetic	second_addon_44	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010595/02208a_GD8-TUM_second_addon_44_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	02208a_GD8-TUM_second_addon_44_01_01-2xIT_2xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	synthetic	not applicable	not applicable	not applicable	not applicable	not applicable	1	synthetic	second_addon_43	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010595/02208a_GD7-TUM_second_addon_43_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	02208a_GD7-TUM_second_addon_43_01_01-2xIT_2xHCD-1h-R1.raw	1
