Source Name	Characteristics[organism]	Characteristics[organism part]	assay name	characteristics[disease]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	comment[label]	comment[fractionation method]	comment[fraction identifier]	comment[ms2 mass analyzer]	comment[ms2 mass analyzer]	comment[instrument]	comment[separation]	comment[file uri]	comment[dissociation method]	comment[dissociation method]	comment[dissociation method]	comment[collision energy]	comment[collision energy]	comment[collision energy]	comment[collision energy]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[data file]	Material Type	comment[technical replicate]	characteristics[synthetic peptide]
Proteometools	Homo sapiens	not applicable	second_addon_55	not applicable	not applicable	not applicable	not applicable	not applicable	AC=MS:1002038;NT=label free sample	not applicable	not applicable	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010595/02208a_GE7-TUM_second_addon_55_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD		HCD20	HCD23	CID35	HCD28	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	02208a_GE7-TUM_second_addon_55_01_01-2xIT_2xHCD-1h-R1.raw	synthetic	1	synthetic
Proteometools	Homo sapiens	not applicable	second_addon_54	not applicable	not applicable	not applicable	not applicable	not applicable	AC=MS:1002038;NT=label free sample	not applicable	not applicable	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010595/02208a_GE6-TUM_second_addon_54_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD		HCD20	HCD23	CID35	HCD28	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	02208a_GE6-TUM_second_addon_54_01_01-2xIT_2xHCD-1h-R1.raw	synthetic	1	synthetic
Proteometools	Homo sapiens	not applicable	second_addon_53	not applicable	not applicable	not applicable	not applicable	not applicable	AC=MS:1002038;NT=label free sample	not applicable	not applicable	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010595/02208a_GE5-TUM_second_addon_53_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD		HCD20	HCD23	CID35	HCD28	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	02208a_GE5-TUM_second_addon_53_01_01-2xIT_2xHCD-1h-R1.raw	synthetic	1	synthetic
Proteometools	Homo sapiens	not applicable	second_addon_52	not applicable	not applicable	not applicable	not applicable	not applicable	AC=MS:1002038;NT=label free sample	not applicable	not applicable	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010595/02208a_GE4-TUM_second_addon_52_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD		HCD20	HCD23	CID35	HCD28	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	02208a_GE4-TUM_second_addon_52_01_01-2xIT_2xHCD-1h-R1.raw	synthetic	1	synthetic
Proteometools	Homo sapiens	not applicable	second_addon_51	not applicable	not applicable	not applicable	not applicable	not applicable	AC=MS:1002038;NT=label free sample	not applicable	not applicable	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010595/02208a_GE3-TUM_second_addon_51_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD		HCD20	HCD23	CID35	HCD28	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	02208a_GE3-TUM_second_addon_51_01_01-2xIT_2xHCD-1h-R1.raw	synthetic	1	synthetic
Proteometools	Homo sapiens	not applicable	second_addon_50	not applicable	not applicable	not applicable	not applicable	not applicable	AC=MS:1002038;NT=label free sample	not applicable	not applicable	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010595/02208a_GE2-TUM_second_addon_50_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD		HCD20	HCD23	CID35	HCD28	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	02208a_GE2-TUM_second_addon_50_01_01-2xIT_2xHCD-1h-R1.raw	synthetic	1	synthetic
Proteometools	Homo sapiens	not applicable	second_addon_49	not applicable	not applicable	not applicable	not applicable	not applicable	AC=MS:1002038;NT=label free sample	not applicable	not applicable	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010595/02208a_GE1-TUM_second_addon_49_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD		HCD20	HCD23	CID35	HCD28	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	02208a_GE1-TUM_second_addon_49_01_01-2xIT_2xHCD-1h-R1.raw	synthetic	1	synthetic
Proteometools	Homo sapiens	not applicable	second_addon_45	not applicable	not applicable	not applicable	not applicable	not applicable	AC=MS:1002038;NT=label free sample	not applicable	not applicable	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010595/02208a_GD9-TUM_second_addon_45_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD		HCD20	HCD23	CID35	HCD28	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	02208a_GD9-TUM_second_addon_45_01_01-2xIT_2xHCD-1h-R1.raw	synthetic	1	synthetic
Proteometools	Homo sapiens	not applicable	second_addon_44	not applicable	not applicable	not applicable	not applicable	not applicable	AC=MS:1002038;NT=label free sample	not applicable	not applicable	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010595/02208a_GD8-TUM_second_addon_44_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD		HCD20	HCD23	CID35	HCD28	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	02208a_GD8-TUM_second_addon_44_01_01-2xIT_2xHCD-1h-R1.raw	synthetic	1	synthetic
Proteometools	Homo sapiens	not applicable	second_addon_43	not applicable	not applicable	not applicable	not applicable	not applicable	AC=MS:1002038;NT=label free sample	not applicable	not applicable	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD010595/02208a_GD7-TUM_second_addon_43_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD		HCD20	HCD23	CID35	HCD28	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	02208a_GD7-TUM_second_addon_43_01_01-2xIT_2xHCD-1h-R1.raw	synthetic	1	synthetic
