source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	assay name	comment[fraction identifier]	comment[technical replicate]	comment[Instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[data file]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]
PXD003656_FN01_Mouseretina_set1_180min_10ug_C1_100715REP1_FRAC01REP1_FRAC	Mus musculus	Tissue retina	not avalaible	not avalaible	REP1_FRAC01REP1_FRAC	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN01_Mouseretina_set1_180min_10ug_C1_100715.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003656_FN01_Mouseretina_set2_180min_10ug_C2_091213REP2_FRAC01REP2_FRAC	Mus musculus	Tissue retina	not avalaible	not avalaible	REP2_FRAC01REP2_FRAC	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN01_Mouseretina_set2_180min_10ug_C2_091213.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003656_FN01_Mouseretina_set3_180min_10ug_C1_101015REP3_FRAC01REP3_FRAC	Mus musculus	Tissue retina	not avalaible	not avalaible	REP3_FRAC01REP3_FRAC	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN01_Mouseretina_set3_180min_10ug_C1_101015.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003656_FN02_Mouseretina_set1_180min_10ug_C2_100715REP1_FRAC02REP1_FRAC	Mus musculus	Tissue retina	not avalaible	not avalaible	REP1_FRAC02REP1_FRAC	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN02_Mouseretina_set1_180min_10ug_C2_100715.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003656_FN02_Mouseretina_set2_180min_10ug_C1_091213REP2_FRAC02REP2_FRAC	Mus musculus	Tissue retina	not avalaible	not avalaible	REP2_FRAC02REP2_FRAC	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN02_Mouseretina_set2_180min_10ug_C1_091213.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003656_FN02_Mouseretina_set3_180min_10ug_C2_101015REP3_FRAC02REP3_FRAC	Mus musculus	Tissue retina	not avalaible	not avalaible	REP3_FRAC02REP3_FRAC	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN02_Mouseretina_set3_180min_10ug_C2_101015.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003656_FN03_Mouseretina_set1_180min_10ug_C1_100715REP1_FRAC03REP1_FRAC	Mus musculus	Tissue retina	not avalaible	not avalaible	REP1_FRAC03REP1_FRAC	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN03_Mouseretina_set1_180min_10ug_C1_100715.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003656_FN03_Mouseretina_set2_180min_10ug_C2_091213REP2_FRAC03REP2_FRAC	Mus musculus	Tissue retina	not avalaible	not avalaible	REP2_FRAC03REP2_FRAC	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN03_Mouseretina_set2_180min_10ug_C2_091213.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003656_FN03_Mouseretina_set3_180min_10ug_C1_101015REP3_FRAC03REP3_FRAC	Mus musculus	Tissue retina	not avalaible	not avalaible	REP3_FRAC03REP3_FRAC	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN03_Mouseretina_set3_180min_10ug_C1_101015.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003656_FN04_Mouseretina_set1_180min_10ug_C2_100715REP1_FRAC04REP1_FRAC	Mus musculus	Tissue retina	not avalaible	not avalaible	REP1_FRAC04REP1_FRAC	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN04_Mouseretina_set1_180min_10ug_C2_100715.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
